sample_id,group,target_depth,replicate,spearman_rho
EE87832,Breast cancer,2000000,10,0.6840876650960126
EE87832,Breast cancer,2000000,11,0.6956358465040798
EE87832,Breast cancer,2000000,12,0.6790301179624734
EE87832,Breast cancer,2000000,13,0.6346449192101511
EE87832,Breast cancer,2000000,14,0.6562546274636591
EE87832,Breast cancer,2000000,15,0.676982842103402
EE87832,Breast cancer,2000000,16,0.6729157361187783
EE87832,Breast cancer,2000000,17,0.6752581596479422
EE87832,Breast cancer,2000000,18,0.6653009474310843
EE87832,Breast cancer,2000000,19,0.6617505621841632
EE87832,Breast cancer,1000000,0,0.5602334218667426
EE87832,Breast cancer,1000000,1,0.567966278990895
EE87832,Breast cancer,1000000,2,0.5696778766565967
EE87832,Breast cancer,1000000,3,0.5531315365671358
EE87832,Breast cancer,1000000,4,0.5699985918422242
EE87832,Breast cancer,1000000,5,0.48095281955985947
EE87832,Breast cancer,1000000,6,0.5422496855664924
EE87832,Breast cancer,1000000,7,0.5858853405168204
EE87832,Breast cancer,1000000,8,0.5130682399905433
EE87832,Breast cancer,1000000,9,0.5539313275306176
EE87832,Breast cancer,1000000,10,0.4862500566104885
EE87832,Breast cancer,1000000,11,0.5307763132091702
EE87832,Breast cancer,1000000,12,0.507776412087414
EE87832,Breast cancer,1000000,13,0.5316873959169195
EE87832,Breast cancer,1000000,14,0.49247891105672437
EE87832,Breast cancer,1000000,15,0.5031536745056848
EE87832,Breast cancer,1000000,16,0.4762706693804119
EE87832,Breast cancer,1000000,17,0.523300335239881
EE87832,Breast cancer,1000000,18,0.5160626380839712
EE87832,Breast cancer,1000000,19,0.5420894214343737
EE87833,Breast cancer,20000000,0,0.9762233562321111
EE87833,Breast cancer,20000000,1,0.9745263366341794
EE87833,Breast cancer,20000000,2,0.9788958429142984
EE87833,Breast cancer,20000000,3,0.9773806282333721
EE87833,Breast cancer,20000000,4,0.976983276032106
EE87833,Breast cancer,20000000,5,0.9718974284147212
EE87833,Breast cancer,20000000,6,0.9712115073197489
EE87833,Breast cancer,20000000,7,0.9774541058207539
EE87833,Breast cancer,20000000,8,0.9781629394513893
EE87833,Breast cancer,20000000,9,0.9759276704336038
EE87833,Breast cancer,20000000,10,0.9725734482745144
EE87833,Breast cancer,20000000,11,0.9740050887137646
EE87833,Breast cancer,20000000,12,0.9773104076312469
EE87833,Breast cancer,20000000,13,0.975542238792099
EE87833,Breast cancer,20000000,14,0.9761173087921666
EE87833,Breast cancer,20000000,15,0.9773586761527451
EE87833,Breast cancer,20000000,16,0.9741323716975798
EE87833,Breast cancer,20000000,17,0.975717546421811
EE87833,Breast cancer,20000000,18,0.9797273512502265
EE87833,Breast cancer,20000000,19,0.9738286252525792
EE87833,Breast cancer,10000000,0,0.9240557022646471
EE87833,Breast cancer,10000000,1,0.9251368910903215
EE87833,Breast cancer,10000000,2,0.9232297308036547
EE87833,Breast cancer,10000000,3,0.9316268250516885
EE87833,Breast cancer,10000000,4,0.919491558545613
EE87833,Breast cancer,10000000,5,0.9087548415085835
EE87833,Breast cancer,10000000,6,0.9184546471065376
EE87833,Breast cancer,10000000,7,0.9262794415182243
EE87833,Breast cancer,10000000,8,0.9221175354783405
EE87833,Breast cancer,10000000,9,0.9092927651935105
EE87833,Breast cancer,10000000,10,0.919091144778206
EE87833,Breast cancer,10000000,11,0.9280689594974342
EE87833,Breast cancer,10000000,12,0.9242450458688571
EE87833,Breast cancer,10000000,13,0.9257259494437723
EE87833,Breast cancer,10000000,14,0.922719491493406
EE87833,Breast cancer,10000000,15,0.9353388111482698
EE87833,Breast cancer,10000000,16,0.918850518707472
EE87833,Breast cancer,10000000,17,0.9194014051937192
EE87833,Breast cancer,10000000,18,0.9207044598550512
EE87833,Breast cancer,10000000,19,0.9230075392694714
EE87833,Breast cancer,5000000,0,0.8581170214647391
EE87833,Breast cancer,5000000,1,0.8365815600663249
EE87833,Breast cancer,5000000,2,0.847216626766697
EE87833,Breast cancer,5000000,3,0.8337907796341817
EE87833,Breast cancer,5000000,4,0.844703406622614
EE87833,Breast cancer,5000000,5,0.859219478440044
EE87833,Breast cancer,5000000,6,0.841470490434731
EE87833,Breast cancer,5000000,7,0.8432412344755799
EE87833,Breast cancer,5000000,8,0.8550593310367033
EE87833,Breast cancer,5000000,9,0.8246762365254652
EE87833,Breast cancer,5000000,10,0.8625397189352004
EE87833,Breast cancer,5000000,11,0.8516304468192935
EE87833,Breast cancer,5000000,12,0.8424247219906552
EE87833,Breast cancer,5000000,13,0.8671938998489069
EE87833,Breast cancer,5000000,14,0.8567233201440201
EE87833,Breast cancer,5000000,15,0.8429566528313731
EE87833,Breast cancer,5000000,16,0.8498309437347811
EE87833,Breast cancer,5000000,17,0.8500988820723808
EE87833,Breast cancer,5000000,18,0.842694273571224
EE87833,Breast cancer,5000000,19,0.828219445703767
EE87833,Breast cancer,2000000,0,0.707164066748204
EE87833,Breast cancer,2000000,1,0.7172277049136787
EE87833,Breast cancer,2000000,2,0.6880973158580659
EE87833,Breast cancer,2000000,3,0.7494573333214564
EE87833,Breast cancer,2000000,4,0.7204958018025279
EE87833,Breast cancer,2000000,5,0.6926748560196719
EE87833,Breast cancer,2000000,6,0.7229194079966524
EE87833,Breast cancer,2000000,7,0.710441138332727
EE87833,Breast cancer,2000000,8,0.7197547789664802
EE87833,Breast cancer,2000000,9,0.6930988581153055
EE87833,Breast cancer,2000000,10,0.7375656685602459
EE87833,Breast cancer,2000000,11,0.7080781742980424
EE87833,Breast cancer,2000000,12,0.741074316383556
EE87833,Breast cancer,2000000,13,0.6946519026642078
EE87833,Breast cancer,2000000,14,0.6789433739855075
EE87833,Breast cancer,2000000,15,0.6850967854742759
EE87833,Breast cancer,2000000,16,0.7044763601884027
EE87833,Breast cancer,2000000,17,0.7074477636909757
EE87833,Breast cancer,2000000,18,0.759216275495114
EE87833,Breast cancer,2000000,19,0.6985608468321307
EE87833,Breast cancer,1000000,0,0.5401880528193903
EE87833,Breast cancer,1000000,1,0.5792106435202381
EE87833,Breast cancer,1000000,2,0.5871528634885618
EE87833,Breast cancer,1000000,3,0.5472812140596772
EE87833,Breast cancer,1000000,4,0.5800939099985026
EE87833,Breast cancer,1000000,5,0.5851490853561206
EE87833,Breast cancer,1000000,6,0.5996283616065686
EE87833,Breast cancer,1000000,7,0.5401551449021043
EE87833,Breast cancer,1000000,8,0.6113657377487756
EE87833,Breast cancer,1000000,9,0.5554827456371175
EE87833,Breast cancer,1000000,10,0.5859141418132157
EE87833,Breast cancer,1000000,11,0.5771782273646318
EE87833,Breast cancer,1000000,12,0.6198832174986479
EE87833,Breast cancer,1000000,13,0.5780417369381811
EE87833,Breast cancer,1000000,14,0.5939809967182531
EE87833,Breast cancer,1000000,15,0.5657981132672839
EE87833,Breast cancer,1000000,16,0.5985805860984867
EE87833,Breast cancer,1000000,17,0.6022916803392296
EE87833,Breast cancer,1000000,18,0.5728824155567503
EE87833,Breast cancer,1000000,19,0.6095253269693046
EE87834,Breast cancer,20000000,0,0.9475669171652069
EE87834,Breast cancer,20000000,1,0.9447407504875708
EE87834,Breast cancer,20000000,2,0.9437912090059551
EE87834,Breast cancer,20000000,3,0.947068257291413
EE87834,Breast cancer,20000000,4,0.9405153983748947
EE87834,Breast cancer,20000000,5,0.9414037085336923
EE87834,Breast cancer,20000000,6,0.9442620387946028
EE87834,Breast cancer,20000000,7,0.9418122647642401
EE87834,Breast cancer,20000000,8,0.9463704156304026
EE87834,Breast cancer,20000000,9,0.9381394276304392
EE87834,Breast cancer,20000000,10,0.947445872162026
EE87834,Breast cancer,20000000,11,0.9461128532363361
EE87834,Breast cancer,20000000,12,0.945572323963204
EE87834,Breast cancer,20000000,13,0.9382856011287408
EE87834,Breast cancer,20000000,14,0.9397709818247195
EE87834,Breast cancer,20000000,15,0.9324659547331162
EE87834,Breast cancer,20000000,16,0.9520353552263541
EE87834,Breast cancer,20000000,17,0.9372034352074896
EE87834,Breast cancer,20000000,18,0.9421389403854447
EE87834,Breast cancer,20000000,19,0.9403403679872223
EE87834,Breast cancer,10000000,0,0.8642966670618476
EE87834,Breast cancer,10000000,1,0.8478303918413823
EE87834,Breast cancer,10000000,2,0.8683076444049554
EE87834,Breast cancer,10000000,3,0.8626720828160156
EE87834,Breast cancer,10000000,4,0.8665785109323968
EE87834,Breast cancer,10000000,5,0.8481407825363056
EE87834,Breast cancer,10000000,6,0.84900922508504
EE87834,Breast cancer,10000000,7,0.8592594788041914
EE87834,Breast cancer,10000000,8,0.8716407779765263
EE87834,Breast cancer,10000000,9,0.8781329918275727
EE87834,Breast cancer,10000000,10,0.8663240567823471
EE87834,Breast cancer,10000000,11,0.8619548295228778
EE87834,Breast cancer,10000000,12,0.8653413776526517
EE87834,Breast cancer,10000000,13,0.8710784736574786
EE87834,Breast cancer,10000000,14,0.8356370207183348
EE87834,Breast cancer,10000000,15,0.8482759474244412
EE87834,Breast cancer,10000000,16,0.8575179036479539
EE87834,Breast cancer,10000000,17,0.869857317989893
EE87834,Breast cancer,10000000,18,0.8702455506324416
EE87834,Breast cancer,10000000,19,0.8644916301992887
EE87834,Breast cancer,5000000,0,0.7620430659130641
EE87834,Breast cancer,5000000,1,0.7497578105763432
EE87834,Breast cancer,5000000,2,0.7559963342627981
EE87834,Breast cancer,5000000,3,0.7636625770384915
EE87834,Breast cancer,5000000,4,0.7668224716157396
EE87834,Breast cancer,5000000,5,0.7558337940203348
EE87834,Breast cancer,5000000,6,0.7504048351380782
EE87834,Breast cancer,5000000,7,0.7634342345260148
EE87834,Breast cancer,5000000,8,0.7711203894299169
EE87834,Breast cancer,5000000,9,0.7475020225878443
EE87834,Breast cancer,5000000,10,0.754057935060207
EE87834,Breast cancer,5000000,11,0.7090582622550585
EE87834,Breast cancer,5000000,12,0.7274003004243201
EE87834,Breast cancer,5000000,13,0.7591843075844765
EE87834,Breast cancer,5000000,14,0.7653416382114722
EE87834,Breast cancer,5000000,15,0.7630045031567436
EE87834,Breast cancer,5000000,16,0.7448324588816188
EE87834,Breast cancer,5000000,17,0.7241840926234496
EE87834,Breast cancer,5000000,18,0.7458761924108402
EE87834,Breast cancer,5000000,19,0.7476296881902269
EE87834,Breast cancer,2000000,0,0.5888442871863289
EE87834,Breast cancer,2000000,1,0.6299428213420745
EE87834,Breast cancer,2000000,2,0.5714414365207531
EE87834,Breast cancer,2000000,3,0.5858097672660825
EE87834,Breast cancer,2000000,4,0.5510935092044604
EE87834,Breast cancer,2000000,5,0.5721950796819046
EE87834,Breast cancer,2000000,6,0.5892600547658847
EE87834,Breast cancer,2000000,7,0.6252263156991356
EE87834,Breast cancer,2000000,8,0.5703129608125711
EE87834,Breast cancer,2000000,9,0.5387674946955987
EE87834,Breast cancer,2000000,10,0.6022228794818687
EE87834,Breast cancer,2000000,11,0.5490382805878662
EE87834,Breast cancer,2000000,12,0.5530719538313204
EE87834,Breast cancer,2000000,13,0.5379589517894022
EE87834,Breast cancer,2000000,14,0.6042561048447086
EE87834,Breast cancer,2000000,15,0.5504150881279988
EE87834,Breast cancer,2000000,16,0.6126372330737735
EE87834,Breast cancer,2000000,17,0.6091607511527637
EE87834,Breast cancer,2000000,18,0.5548215794047533
EE87834,Breast cancer,2000000,19,0.5559720588436944
EE87834,Breast cancer,1000000,0,0.45834734719253756
EE87834,Breast cancer,1000000,1,0.41274638448487877
EE87834,Breast cancer,1000000,2,0.4793961209723372
EE87834,Breast cancer,1000000,3,0.4637325732482144
EE87834,Breast cancer,1000000,4,0.4785007975707737
EE87834,Breast cancer,1000000,5,0.46827349324041606
EE87834,Breast cancer,1000000,6,0.5009184617446795
EE87834,Breast cancer,1000000,7,0.44773834262942575
EE87834,Breast cancer,1000000,8,0.4636366569131415
EE87834,Breast cancer,1000000,9,0.4416236557238241
EE87834,Breast cancer,1000000,10,0.4387072424548382
EE87834,Breast cancer,1000000,11,0.4832391250041376
EE87834,Breast cancer,1000000,12,0.45455023787314375
EE87834,Breast cancer,1000000,13,0.3887201001158483
EE87834,Breast cancer,1000000,14,0.4733255289434953
EE87834,Breast cancer,1000000,15,0.4567401196769749
EE87834,Breast cancer,1000000,16,0.4187360387268694
EE87834,Breast cancer,1000000,17,0.44526968132807465
EE87834,Breast cancer,1000000,18,0.44658099110575444
EE87834,Breast cancer,1000000,19,0.46323147829435374
EE87835,Breast cancer,20000000,0,0.9354492880881629
EE87835,Breast cancer,20000000,1,0.9351998681572369
EE87835,Breast cancer,20000000,2,0.9385757985150754
EE87835,Breast cancer,20000000,3,0.9398918811174327
EE87835,Breast cancer,20000000,4,0.9361582686387495
EE87835,Breast cancer,20000000,5,0.930250944200026
EE87835,Breast cancer,20000000,6,0.9401962138197794
EE87835,Breast cancer,20000000,7,0.928034565733128
EE87835,Breast cancer,20000000,8,0.9299399021080512
EE87835,Breast cancer,20000000,9,0.9361012713967647
EE87835,Breast cancer,20000000,10,0.9255395847474078
EE87835,Breast cancer,20000000,11,0.9357613072757143
EE87835,Breast cancer,20000000,12,0.9444056220842757
EE87835,Breast cancer,20000000,13,0.9316206845209284
EE87835,Breast cancer,20000000,14,0.9422661582295552
EE87835,Breast cancer,20000000,15,0.932034208767544
EE87835,Breast cancer,20000000,16,0.9331452315781658
EE87835,Breast cancer,20000000,17,0.9351940707234808
EE87835,Breast cancer,20000000,18,0.9453557344436614
EE87835,Breast cancer,20000000,19,0.9344691960848431
EE87835,Breast cancer,10000000,0,0.8178930301818311
EE87835,Breast cancer,10000000,1,0.8233342800303812
EE87835,Breast cancer,10000000,2,0.8481233714768113
EE87835,Breast cancer,10000000,3,0.8172209187043454
EE87835,Breast cancer,10000000,4,0.8217586808428037
EE87835,Breast cancer,10000000,5,0.8118338650904595
EE87835,Breast cancer,10000000,6,0.8052052486968804
EE87835,Breast cancer,10000000,7,0.7964612855190528
EE87835,Breast cancer,10000000,8,0.8172177860453099
EE87835,Breast cancer,10000000,9,0.8348555396759432
EE87835,Breast cancer,10000000,10,0.8031997925951789
EE87835,Breast cancer,10000000,11,0.8137950261926756
EE87835,Breast cancer,10000000,12,0.8378817349569623
EE87835,Breast cancer,10000000,13,0.8218698091797478
EE87835,Breast cancer,10000000,14,0.8285517749918252
EE87835,Breast cancer,10000000,15,0.8075003942173596
EE87835,Breast cancer,10000000,16,0.8280765157032289
EE87835,Breast cancer,10000000,17,0.8434307910174953
EE87835,Breast cancer,10000000,18,0.821810206349558
EE87835,Breast cancer,10000000,19,0.8022297321064487
EE87835,Breast cancer,5000000,0,0.6735392746824115
EE87835,Breast cancer,5000000,1,0.7067954852188569
EE87835,Breast cancer,5000000,2,0.6731476547751964
EE87835,Breast cancer,5000000,3,0.6987231103089303
EE87835,Breast cancer,5000000,4,0.7101949196662113
EE87835,Breast cancer,5000000,5,0.6872018067148615
EE87835,Breast cancer,5000000,6,0.6854754091099182
EE87835,Breast cancer,5000000,7,0.7092623239316491
EE87835,Breast cancer,5000000,8,0.6818140150976577
EE87835,Breast cancer,5000000,9,0.7131755592109427
EE87835,Breast cancer,5000000,10,0.7262552746876226
EE87835,Breast cancer,5000000,11,0.6857446752483563
EE87835,Breast cancer,5000000,12,0.7053308495346233
EE87835,Breast cancer,5000000,13,0.6673975124449408
EE87835,Breast cancer,5000000,14,0.6955656910405171
EE87835,Breast cancer,5000000,15,0.6971974944663821
EE87835,Breast cancer,5000000,16,0.7106253932809699
EE87835,Breast cancer,5000000,17,0.702306010701151
EE87835,Breast cancer,5000000,18,0.6738379402304122
EE87835,Breast cancer,5000000,19,0.6420201255632957
EE87835,Breast cancer,2000000,0,0.5168047338068269
EE87835,Breast cancer,2000000,1,0.5069698103670731
EE87835,Breast cancer,2000000,2,0.5347941542129456
EE87835,Breast cancer,2000000,3,0.5135196824204503
EE87835,Breast cancer,2000000,4,0.4670744271137905
EE87835,Breast cancer,2000000,5,0.5632160594394634
EE87835,Breast cancer,2000000,6,0.4870089263555193
EE87835,Breast cancer,2000000,7,0.5642346206726484
EE87835,Breast cancer,2000000,8,0.4905900398747845
EE87835,Breast cancer,2000000,9,0.5455362158469463
EE87835,Breast cancer,2000000,10,0.5504014503225783
EE87835,Breast cancer,2000000,11,0.5372003896592966
EE87835,Breast cancer,2000000,12,0.49531863707665075
EE87835,Breast cancer,2000000,13,0.5326549358190664
EE87835,Breast cancer,2000000,14,0.49558154094366313
EE87835,Breast cancer,2000000,15,0.47979797700158033
EE87835,Breast cancer,2000000,16,0.5594692976682146
EE87835,Breast cancer,2000000,17,0.47125235758917244
EE87835,Breast cancer,2000000,18,0.5588159789531006
EE87835,Breast cancer,2000000,19,0.5071585040502669
EE87835,Breast cancer,1000000,0,0.46002159284185673
EE87835,Breast cancer,1000000,1,0.35725626887942946
EE87835,Breast cancer,1000000,2,0.411538153627973
EE87835,Breast cancer,1000000,3,0.4086230579328482
EE87835,Breast cancer,1000000,4,0.42610356162627033
EE87835,Breast cancer,1000000,5,0.39938545881378174
EE87835,Breast cancer,1000000,6,0.4161586569101603
EE87835,Breast cancer,1000000,7,0.4394498749162819
EE87835,Breast cancer,1000000,8,0.3696366933558196
EE87835,Breast cancer,1000000,9,0.4038736312210895
EE87835,Breast cancer,1000000,10,0.37331540123580137
EE87835,Breast cancer,1000000,11,0.39195930291838055
EE87835,Breast cancer,1000000,12,0.3793201562181118
EE87835,Breast cancer,1000000,13,0.39497230161487984
EE87835,Breast cancer,1000000,14,0.39412798885892486
EE87835,Breast cancer,1000000,15,0.4534139272373825
EE87835,Breast cancer,1000000,16,0.3348966866127834
EE87835,Breast cancer,1000000,17,0.3979462020844003
EE87835,Breast cancer,1000000,18,0.39601948739501464
EE87835,Breast cancer,1000000,19,0.3703926843411587
EE87836,Breast cancer,20000000,0,0.9574035183257533
EE87836,Breast cancer,20000000,1,0.9640011933593979
EE87836,Breast cancer,20000000,2,0.9572353276071192
EE87836,Breast cancer,20000000,3,0.9633460182052449
EE87836,Breast cancer,20000000,4,0.9664390468237231
EE87836,Breast cancer,20000000,5,0.9578352642913257
EE87836,Breast cancer,20000000,6,0.964293214657476
EE87836,Breast cancer,20000000,7,0.9688712982734071
EE87836,Breast cancer,20000000,8,0.9654677486805955
EE87836,Breast cancer,20000000,9,0.9602154691166145
EE87836,Breast cancer,20000000,10,0.9506523741468328
EE87836,Breast cancer,20000000,11,0.9588767830365785
EE87836,Breast cancer,20000000,12,0.9555213716858548
EE87836,Breast cancer,20000000,13,0.9601417309704124
EE87836,Breast cancer,20000000,14,0.9631501431119323
EE87836,Breast cancer,20000000,15,0.9647976565339685
EE87836,Breast cancer,20000000,16,0.965013203818229
EE87836,Breast cancer,20000000,17,0.9571032242851244
EE87836,Breast cancer,20000000,18,0.9568327628234929
EE87836,Breast cancer,20000000,19,0.9555988879349542
EE87836,Breast cancer,10000000,0,0.8905372201761118
EE87836,Breast cancer,10000000,1,0.8861610045063649
EE87836,Breast cancer,10000000,2,0.8955954485585236
EE87836,Breast cancer,10000000,3,0.8831624428425544
EE87836,Breast cancer,10000000,4,0.8851527721504312
EE87836,Breast cancer,10000000,5,0.8815744527287676
EE87836,Breast cancer,10000000,6,0.8937203370067784
EE87836,Breast cancer,10000000,7,0.8833904318142067
EE87836,Breast cancer,10000000,8,0.8953103792191051
EE87836,Breast cancer,10000000,9,0.8838832644372385
EE87836,Breast cancer,10000000,10,0.887325944873016
EE87836,Breast cancer,10000000,11,0.8898175567138844
EE87836,Breast cancer,10000000,12,0.8786076791668843
EE87836,Breast cancer,10000000,13,0.896798560946639
EE87836,Breast cancer,10000000,14,0.8704043612335377
EE87836,Breast cancer,10000000,15,0.8844029959770208
EE87836,Breast cancer,10000000,16,0.8953647237229687
EE87836,Breast cancer,10000000,17,0.894467062579294
EE87836,Breast cancer,10000000,18,0.8539718935200324
EE87836,Breast cancer,10000000,19,0.903297306733752
EE87836,Breast cancer,5000000,0,0.8073414407845454
EE87836,Breast cancer,5000000,1,0.7873684143329568
EE87836,Breast cancer,5000000,2,0.7825076696305564
EE87836,Breast cancer,5000000,3,0.7854154154414976
EE87836,Breast cancer,5000000,4,0.796859458327174
EE87836,Breast cancer,5000000,5,0.7786248418509717
EE87836,Breast cancer,5000000,6,0.8213896644132672
EE87836,Breast cancer,5000000,7,0.7839882172693863
EE87836,Breast cancer,5000000,8,0.7750372073930507
EE87836,Breast cancer,5000000,9,0.7903506077917285
EE87836,Breast cancer,5000000,10,0.7366547634712168
EE87836,Breast cancer,5000000,11,0.7851906636757338
EE87836,Breast cancer,5000000,12,0.8122963508833715
EE87836,Breast cancer,5000000,13,0.8109728484681097
EE87836,Breast cancer,5000000,14,0.8036591450061409
EE87836,Breast cancer,5000000,15,0.7750207469960826
EE87836,Breast cancer,5000000,16,0.7630777728995377
EE87836,Breast cancer,5000000,17,0.784764682567128
EE87836,Breast cancer,5000000,18,0.7778217543164826
EE87836,Breast cancer,5000000,19,0.7818970245485494
EE87836,Breast cancer,2000000,0,0.6265319312575449
EE87836,Breast cancer,2000000,1,0.6737956663032344
EE87836,Breast cancer,2000000,2,0.6588273416174005
EE87836,Breast cancer,2000000,3,0.628582225943365
EE87836,Breast cancer,2000000,4,0.652973886759891
EE87836,Breast cancer,2000000,5,0.6467383237113578
EE87836,Breast cancer,2000000,6,0.6232679881103103
EE87836,Breast cancer,2000000,7,0.6375200778901555
EE87836,Breast cancer,2000000,8,0.7015731370091991
EE87836,Breast cancer,2000000,9,0.6391401816682167
EE87836,Breast cancer,2000000,10,0.6430937896013812
EE87836,Breast cancer,2000000,11,0.6502852133985809
EE87836,Breast cancer,2000000,12,0.5848390227630229
EE87836,Breast cancer,2000000,13,0.6210779765840035
EE87836,Breast cancer,2000000,14,0.6458777409731197
EE87836,Breast cancer,2000000,15,0.6200358939352255
EE87836,Breast cancer,2000000,16,0.6664383519816133
EE87836,Breast cancer,2000000,17,0.610651000392859
EE87836,Breast cancer,2000000,18,0.6490473952306753
EE87836,Breast cancer,2000000,19,0.6259958863948512
EE87836,Breast cancer,1000000,0,0.5053668942735582
EE87836,Breast cancer,1000000,1,0.48041825043045966
EE87836,Breast cancer,1000000,2,0.5001698110992263
EE87836,Breast cancer,1000000,3,0.4689002813905389
EE87836,Breast cancer,1000000,4,0.4970117643955174
EE87836,Breast cancer,1000000,5,0.5115139988185056
EE87836,Breast cancer,1000000,6,0.5045171706583633
EE87836,Breast cancer,1000000,7,0.5166258455073952
EE87836,Breast cancer,1000000,8,0.5340474296267629
EE87836,Breast cancer,1000000,9,0.5254831169229054
EE87836,Breast cancer,1000000,10,0.5194265347331318
EE87836,Breast cancer,1000000,11,0.5283671008668569
EE87836,Breast cancer,1000000,12,0.5511313912742933
EE87836,Breast cancer,1000000,13,0.5244091945944972
EE87836,Breast cancer,1000000,14,0.5017593341262084
EE87836,Breast cancer,1000000,15,0.5005403420756801
EE87836,Breast cancer,1000000,16,0.5256318052385013
EE87836,Breast cancer,1000000,17,0.4975437280440519
EE87836,Breast cancer,1000000,18,0.45990994857562084
EE87836,Breast cancer,1000000,19,0.48302967829106114
EE87837,Breast cancer,20000000,0,0.8978541678337532
EE87837,Breast cancer,20000000,1,0.9105048196867823
EE87837,Breast cancer,20000000,2,0.9142446204374524
EE87837,Breast cancer,20000000,3,0.9075294333757612
EE87837,Breast cancer,20000000,4,0.891110449581217
EE87837,Breast cancer,20000000,5,0.9028525328271546
EE87837,Breast cancer,20000000,6,0.9065139705125584
EE87837,Breast cancer,20000000,7,0.9001744441303264
EE87837,Breast cancer,20000000,8,0.8973998183905022
EE87837,Breast cancer,20000000,9,0.884518832540149
EE87837,Breast cancer,20000000,10,0.9154416927985451
EE87837,Breast cancer,20000000,11,0.8942913516619094
EE87837,Breast cancer,20000000,12,0.8928197805834175
EE87837,Breast cancer,20000000,13,0.9073372061059356
EE87837,Breast cancer,20000000,14,0.8944983656447985
EE87837,Breast cancer,20000000,15,0.9163980739491989
EE87837,Breast cancer,20000000,16,0.8967784507433093
EE87837,Breast cancer,20000000,17,0.8931815665056849
EE87837,Breast cancer,20000000,18,0.9102822373143682
EE87837,Breast cancer,20000000,19,0.869244223085251
EE87837,Breast cancer,10000000,0,0.7730654484673278
EE87837,Breast cancer,10000000,1,0.8011288710898264
EE87837,Breast cancer,10000000,2,0.8044622652202179
EE87837,Breast cancer,10000000,3,0.7878183540238751
EE87837,Breast cancer,10000000,4,0.7964685811660269
EE87837,Breast cancer,10000000,5,0.7945288510267972
EE87837,Breast cancer,10000000,6,0.801176879052504
EE87837,Breast cancer,10000000,7,0.7707488199942417
EE87837,Breast cancer,10000000,8,0.7813082918936244
EE87837,Breast cancer,10000000,9,0.7947462222228012
EE87837,Breast cancer,10000000,10,0.792681098151205
EE87837,Breast cancer,10000000,11,0.7891984689563709
EE87837,Breast cancer,10000000,12,0.7837244538361425
EE87837,Breast cancer,10000000,13,0.7815011832871903
EE87837,Breast cancer,10000000,14,0.7886463448157264
EE87837,Breast cancer,10000000,15,0.8050260493680799
EE87837,Breast cancer,10000000,16,0.7942022405452978
EE87837,Breast cancer,10000000,17,0.7901185021515645
EE87837,Breast cancer,10000000,18,0.8058433572482906
EE87837,Breast cancer,10000000,19,0.8131150328108696
EE87837,Breast cancer,5000000,0,0.6802459284427312
EE87837,Breast cancer,5000000,1,0.6448618451993993
EE87837,Breast cancer,5000000,2,0.6543201303836339
EE87837,Breast cancer,5000000,3,0.6485416302732486
EE87837,Breast cancer,5000000,4,0.67513089823745
EE87837,Breast cancer,5000000,5,0.6440080695719423
EE87837,Breast cancer,5000000,6,0.6497343708633744
EE87837,Breast cancer,5000000,7,0.6610973955843098
EE87837,Breast cancer,5000000,8,0.6689229540595717
EE87837,Breast cancer,5000000,9,0.7065081730788022
EE87837,Breast cancer,5000000,10,0.6666045559558069
EE87837,Breast cancer,5000000,11,0.6823114433525582
EE87837,Breast cancer,5000000,12,0.6889418836578811
EE87837,Breast cancer,5000000,13,0.6432947141734879
EE87837,Breast cancer,5000000,14,0.6518988224044109
EE87837,Breast cancer,5000000,15,0.6933184901658588
EE87837,Breast cancer,5000000,16,0.690938915419658
EE87837,Breast cancer,5000000,17,0.6561587850715038
EE87837,Breast cancer,5000000,18,0.71734005922502
EE87837,Breast cancer,5000000,19,0.697255533943649
EE87837,Breast cancer,2000000,0,0.4589892867819372
EE87837,Breast cancer,2000000,1,0.5153295977552649
EE87837,Breast cancer,2000000,2,0.5203195787284116
EE87837,Breast cancer,2000000,3,0.49377481792352357
EE87837,Breast cancer,2000000,4,0.5279798655770491
EE87837,Breast cancer,2000000,5,0.549977906238358
EE87837,Breast cancer,2000000,6,0.4394894329788355
EE87837,Breast cancer,2000000,7,0.4788151256422028
EE87837,Breast cancer,2000000,8,0.46604535762497273
EE87837,Breast cancer,2000000,9,0.530254960897855
EE87837,Breast cancer,2000000,10,0.4865519316472111
EE87837,Breast cancer,2000000,11,0.4726715948549682
EE87837,Breast cancer,2000000,12,0.5114885761726966
EE87837,Breast cancer,2000000,13,0.48751398712500954
EE87837,Breast cancer,2000000,14,0.5355033802053167
EE87837,Breast cancer,2000000,15,0.477971580552159
EE87837,Breast cancer,2000000,16,0.5096845645503397
EE87837,Breast cancer,2000000,17,0.44134200303753
EE87837,Breast cancer,2000000,18,0.47328960960763816
EE87837,Breast cancer,2000000,19,0.5268706580619938
EE87837,Breast cancer,1000000,0,0.39197277407369546
EE87837,Breast cancer,1000000,1,0.36514843100829475
EE87837,Breast cancer,1000000,2,0.3574045920145702
EE87837,Breast cancer,1000000,3,0.35502730648697
EE87837,Breast cancer,1000000,4,0.323902226923139
EE87837,Breast cancer,1000000,5,0.39478009401941394
EE87837,Breast cancer,1000000,6,0.3952598809816079
EE87837,Breast cancer,1000000,7,0.3972466550879767
EE87837,Breast cancer,1000000,8,0.39098762793337477
