target_depth,replicate,roc_auc,accuracy,f1,balanced_accuracy
10000000,9,0.7995061728395062,0.7608187134502924,0.7525971792225662,0.7622222222222221
10000000,10,0.8701234567901235,0.7719298245614035,0.7585294117647059,0.7744444444444445
10000000,11,0.8204938271604938,0.7385964912280701,0.7095906432748538,0.7411111111111112
10000000,12,0.8214814814814815,0.7169590643274854,0.6943830163644404,0.7188888888888889
10000000,13,0.8340740740740742,0.7391812865497076,0.7333630421865717,0.7377777777777779
10000000,14,0.8938271604938273,0.8140350877192983,0.7887267187576784,0.8155555555555555
10000000,15,0.8019753086419753,0.760233918128655,0.7579566563467491,0.7622222222222221
10000000,16,0.8483950617283951,0.739766081871345,0.7451530787753697,0.7422222222222222
10000000,17,0.8533333333333333,0.8046783625730993,0.7942380460956311,0.8066666666666666
10000000,18,0.8012345679012347,0.695906432748538,0.6720119352088662,0.7011111111111111
10000000,19,0.8004938271604939,0.7175438596491228,0.7029084967320262,0.7166666666666667
5000000,0,0.8204938271604938,0.8064327485380117,0.8031854145166838,0.8066666666666666
5000000,1,0.7249382716049382,0.6421052631578947,0.6417620137299771,0.6444444444444445
5000000,2,0.9138271604938272,0.8473684210526315,0.8234652808491818,0.85
5000000,3,0.7814814814814814,0.7169590643274855,0.7292717086834734,0.7177777777777778
5000000,4,0.7597530864197531,0.683625730994152,0.6782026143790849,0.6855555555555556
5000000,5,0.8301234567901237,0.749122807017544,0.7252837977296183,0.7522222222222223
5000000,6,0.8222222222222222,0.7391812865497076,0.7084776334776335,0.7444444444444445
5000000,7,0.7795061728395062,0.7169590643274854,0.6860681114551083,0.7188888888888889
5000000,8,0.8182716049382716,0.6853801169590643,0.659047619047619,0.6877777777777778
5000000,9,0.7753086419753086,0.7064327485380117,0.6819659442724458,0.7088888888888889
5000000,10,0.7296296296296296,0.6742690058479532,0.6681286549707602,0.6744444444444444
5000000,11,0.7955555555555556,0.6853801169590643,0.6583333333333334,0.6855555555555556
5000000,12,0.8498765432098766,0.7497076023391813,0.7476367389060888,0.7511111111111111
5000000,13,0.788888888888889,0.7502923976608187,0.7414035087719297,0.7511111111111111
5000000,14,0.8940740740740741,0.7947368421052632,0.7930057988107524,0.7966666666666666
5000000,15,0.7207407407407407,0.6304093567251462,0.6069172932330827,0.6333333333333333
5000000,16,0.7545679012345679,0.6730994152046784,0.6532976827094473,0.6766666666666666
5000000,17,0.8834567901234568,0.8052631578947368,0.7956862745098039,0.8077777777777776
5000000,18,0.7893827160493828,0.6970760233918128,0.702565124933546,0.7011111111111111
5000000,19,0.828641975308642,0.6947368421052631,0.6943830163644404,0.6977777777777778
2000000,0,0.6155555555555555,0.5859649122807017,0.5562091503267974,0.5866666666666667
2000000,1,0.76,0.6625730994152046,0.6208720330237358,0.6644444444444444
2000000,2,0.6417283950617285,0.5964912280701755,0.5722875816993465,0.5955555555555556
2000000,3,0.7044444444444444,0.6748538011695906,0.6693434343434344,0.6766666666666666
2000000,4,0.7362962962962962,0.6526315789473685,0.6504987960096319,0.6544444444444444
2000000,5,0.5888888888888889,0.5649122807017544,0.551578947368421,0.5655555555555555
2000000,6,0.614567901234568,0.6222222222222222,0.6037082903336773,0.6233333333333334
2000000,7,0.6762962962962963,0.6309941520467837,0.6527310584152689,0.6344444444444445
2000000,8,0.734074074074074,0.6736842105263158,0.6723684210526315,0.6744444444444444
2000000,9,0.6004938271604938,0.5871345029239766,0.5539043687650499,0.5877777777777777
2000000,10,0.6086419753086421,0.5871345029239766,0.5975180375180374,0.5888888888888888
2000000,11,0.6713580246913581,0.5538011695906434,0.5776925262858766,0.5577777777777777
2000000,12,0.6296296296296298,0.5654970760233918,0.5825593395252838,0.5655555555555556
2000000,13,0.7844444444444445,0.7286549707602339,0.7172875816993465,0.7300000000000001
2000000,14,0.5750617283950618,0.5333333333333333,0.523921568627451,0.5322222222222222
2000000,15,0.7708641975308642,0.6725146198830408,0.6405017067555767,0.6744444444444444
2000000,16,0.528888888888889,0.5438596491228069,0.5512336992213154,0.5422222222222222
2000000,17,0.5,0.46900584795321637,0.42745098039215684,0.47000000000000003
2000000,18,0.708888888888889,0.6099415204678362,0.5929102167182663,0.61
2000000,19,0.6533333333333334,0.6409356725146199,0.6260651629072681,0.6433333333333333
1000000,0,0.5743209876543209,0.5309941520467836,0.44760996694635136,0.5288888888888889
1000000,1,0.6180246913580246,0.5432748538011696,0.5515445476436188,0.5422222222222223
1000000,2,0.4908641975308642,0.543859649122807,0.5420708634330925,0.5444444444444445
1000000,3,0.6093827160493828,0.564327485380117,0.5658348187759952,0.5644444444444444
1000000,4,0.774074074074074,0.727485380116959,0.7233986928104574,0.7299999999999999
1000000,5,0.6767901234567901,0.6076023391812865,0.572485380116959,0.6077777777777779
1000000,6,0.5696296296296296,0.49824561403508766,0.4790616246498599,0.4988888888888889
1000000,7,0.7471604938271604,0.6742690058479532,0.678399964104635,0.6711111111111111
1000000,8,0.6281481481481481,0.5994152046783625,0.6058676102019754,0.6022222222222222
1000000,9,0.5619753086419753,0.5415204678362573,0.5322325421396629,0.5411111111111111
1000000,10,0.5491358024691357,0.5432748538011696,0.5207843137254902,0.5444444444444445
1000000,11,0.5387654320987655,0.5327485380116959,0.5458646616541353,0.5344444444444444
1000000,12,0.6128395061728396,0.6210526315789474,0.6070175438596491,0.6211111111111112
1000000,13,0.5881481481481481,0.5187134502923977,0.46121062460071743,0.5188888888888888
1000000,14,0.6167901234567902,0.6415204678362573,0.5989348370927318,0.6411111111111112
1000000,15,0.5856790123456791,0.5561403508771929,0.559280554326994,0.5577777777777777
1000000,16,0.6318518518518519,0.5976608187134503,0.6187203302373581,0.5977777777777777
1000000,17,0.7446913580246913,0.6941520467836257,0.7099127925214882,0.6933333333333334
1000000,18,0.6518518518518519,0.6304093567251462,0.6091774891774892,0.6333333333333333
1000000,19,0.6125925925925926,0.5883040935672514,0.5391331269349846,0.59
